NM_MUN,CD_MUN,TOT_POP,ABS_POP_BRANCA,ABS_POP_PRETA,ABS_POP_AMARELA,ABS_POP_PARDA,ABS_POP_INDIGENA,IGNORADOS,PERC_BRANCA,PERC_PRETA,PERC_AMARELA,PERC_PARDA,PERC_INDIGENA,ABS_INDIGENA_COR_RACA,PERC_INDIGENA_COR_RACA
Marquinho,  4 115 457 ,   4 504,   2 583,255,3,   1 658,5,0,"57,3","5,7","0,1","36,8","0,1",    19 ,"0,4"
Marumbi,  4 115 507 ,   4 699,   3 040,228,10,   1 420,1,0,"64,7","4,9","0,2","30,2","0,0",    1 ,"0,0"
Matelândia,  4 115 606 ,   18 450,   12 107,612,48,   5 679,2,2,"65,6","3,3","0,3","30,8","0,0",    2 ,"0,0"
Matinhos,  4 115 705 ,   39 259,   24 919,   1 661,181,   12 423,75,0,"63,5","4,2","0,5","31,6","0,2",    75 ,"0,2"
Mato Rico,  4 115 739 ,   3 267,   1 979,128,7,   1 152,1,0,"60,6","3,9","0,2","35,3","0,0",    1 ,"0,0"
Mauá da Serra,  4 115 754 ,   9 383,   5 957,283,122,   3 019,2,0,"63,5","3,0","1,3","32,2","0,0",    2 ,"0,0"
Medianeira,  4 115 804 ,   54 369,   37 310,   1 546,128,   15 342,43,0,"68,6","2,8","0,2","28,2","0,1",    43 ,"0,1"
Mercedes,  4 115 853 ,   5 931,   4 686,147,6,   1 090,2,0,"79,0","2,5","0,1","18,4","0,0",    2 ,"0,0"
Mirador,  4 115 903 ,   2 238,951,148,12,   1 120,7,0,"42,5","6,6","0,5","50,0","0,3",    7 ,"0,3"
Miraselva,  4 116 000 ,   1 966,   1 134,107,7,718,- ,0,"57,7","5,4","0,4","36,5","0,0",- ,"0,0"
Missal,  4 116 059 ,   11 064,   8 628,156,9,   2 268,3,0,"78,0","1,4","0,1","20,5","0,0",    3 ,"0,0"
Moreira Sales,  4 116 109 ,   11 175,   5 321,608,42,   5 200,4,0,"47,6","5,4","0,4","46,5","0,0",    4 ,"0,0"
Morretes,  4 116 208 ,   18 309,   10 041,655,114,   7 414,84,1,"54,8","3,6","0,6","40,5","0,5",    84 ,"0,5"
Munhoz de Melo,  4 116 307 ,   3 951,   2 348,212,27,   1 364,- ,0,"59,4","5,4","0,7","34,5","0,0",- ,"0,0"
Nossa Senhora das Graças,  4 116 406 ,   3 669,   1 716,142,8,   1 801,2,0,"46,8","3,9","0,2","49,1","0,1",    2 ,"0,1"
Nova Aliança do Ivaí,  4 116 505 ,   1 323,623,108,8,580,4,0,"47,1","8,2","0,6","43,8","0,3",    4 ,"0,3"
Nova América da Colina,  4 116 604 ,   3 280,   2 019,142,123,994,2,0,"61,6","4,3","3,8","30,3","0,1",    2 ,"0,1"
Nova Aurora,  4 116 703 ,   13 765,   8 814,471,101,   4 376,3,0,"64,0","3,4","0,7","31,9","0,0",    3 ,"0,0"
Nova Cantu,  4 116 802 ,   6 790,   3 891,186,9,   2 700,4,0,"57,3","2,7","0,1","39,8","0,1",    4 ,"0,1"
Nova Esperança,  4 116 901 ,   26 585,   15 536,   1 173,526,   9 339,11,0,"58,4","4,4","2,0","35,1","0,0",    11 ,"0,0"
Nova Esperança do Sudoeste,  4 116 950 ,   5 597,   3 878,75,- ,   1 643,1,0,"69,3","1,3","0,0","29,4","0,0",    1 ,"0,0"
Nova Fátima,  4 117 008 ,   7 225,   4 161,394,99,   2 569,2,0,"57,6","5,5","1,4","35,6","0,0",    2 ,"0,0"
Nova Laranjeiras,  4 117 057 ,   12 074,   6 079,191,1,   2 936,   2 867,0,"50,3","1,6","0,0","24,3","23,7",   2 882 ,"23,9"
Nova Londrina,  4 117 107 ,   12 923,   5 735,899,126,   6 158,5,0,"44,4","7,0","1,0","47,7","0,0",    5 ,"0,0"
Nova Olímpia,  4 117 206 ,   5 833,   3 079,274,8,   2 472,- ,0,"52,8","4,7","0,1","42,4","0,0",- ,"0,0"
Nova Santa Bárbara,  4 117 214 ,   4 184,   2 222,180,96,   1 676,10,0,"53,1","4,3","2,3","40,1","0,2",    10 ,"0,2"
Nova Santa Rosa,  4 117 222 ,   8 322,   6 653,194,7,   1 459,8,1,"80,0","2,3","0,1","17,5","0,1",    8 ,"0,1"
Nova Prata do Iguaçu,  4 117 255 ,   12 699,   8 909,259,9,   3 516,2,4,"70,2","2,0","0,1","27,7","0,0",    2 ,"0,0"
Nova Tebas,  4 117 271 ,   6 848,   4 135,171,2,   2 534,6,0,"60,4","2,5","0,0","37,0","0,1",    6 ,"0,1"
Novo Itacolomi,  4 117 297 ,   3 125,   2 157,140,3,812,13,0,"69,0","4,5","0,1","26,0","0,4",    13 ,"0,4"
Ortigueira,  4 117 305 ,   24 192,   15 363,712,46,   7 254,817,0,"63,5","2,9","0,2","30,0","3,4",    859 ,"3,6"
Ourizona,  4 117 404 ,   3 187,   1 792,220,26,   1 149,- ,0,"56,2","6,9","0,8","36,1","0,0",- ,"0,0"
Ouro Verde do Oeste,  4 117 453 ,   6 785,   3 510,417,24,   2 833,1,0,"51,7","6,1","0,4","41,8","0,0",    1 ,"0,0"
Paiçandu,  4 117 503 ,   45 962,   23 635,   3 194,194,   18 905,33,1,"51,4","6,9","0,4","41,1","0,1",    33 ,"0,1"
Palmas,  4 117 602 ,   48 247,   28 019,   1 735,92,   17 481,920,0,"58,1","3,6","0,2","36,2","1,9",   1 150 ,"2,4"
Palmeira,  4 117 701 ,   33 855,   24 805,   1 046,35,   7 954,12,3,"73,3","3,1","0,1","23,5","0,0",    12 ,"0,0"
Palmital,  4 117 800 ,   13 033,   8 791,265,33,   3 935,9,0,"67,5","2,0","0,3","30,2","0,1",    9 ,"0,1"
Palotina,  4 117 909 ,   35 011,   22 107,   1 848,144,   10 838,74,0,"63,1","5,3","0,4","31,0","0,2",    83 ,"0,2"
Paraíso do Norte,  4 118 006 ,   13 245,   6 834,742,105,   5 560,4,0,"51,6","5,6","0,8","42,0","0,0",    4 ,"0,0"
Paranacity,  4 118 105 ,   9 557,   3 880,644,64,   4 957,12,0,"40,6","6,7","0,7","51,9","0,1",    12 ,"0,1"
Paranaguá,  4 118 204 ,   145 829,   83 541,   5 795,789,   55 469,204,31,"57,3","4,0","0,5","38,0","0,1",    204 ,"0,1"
Paranapoema,  4 118 303 ,   2 398,832,182,15,   1 368,1,0,"34,7","7,6","0,6","57,0","0,0",    1 ,"0,0"
Paranavaí,  4 118 402 ,   92 001,   49 158,   5 793,   1 492,   35 500,54,4,"53,4","6,3","1,6","38,6","0,1",    54 ,"0,1"
Pato Bragado,  4 118 451 ,   5 733,   4 467,95,3,   1 165,3,0,"77,9","1,7","0,1","20,3","0,1",    3 ,"0,1"
Pato Branco,  4 118 501 ,   91 836,   61 981,   2 288,179,   27 299,86,3,"67,5","2,5","0,2","29,7","0,1",    138 ,"0,2"
Paula Freitas,  4 118 600 ,   5 666,   4 342,102,2,   1 218,1,1,"76,6","1,8","0,0","21,5","0,0",    1 ,"0,0"
Paulo Frontin,  4 118 709 ,   6 343,   5 373,76,3,889,2,0,"84,8","1,2","0,0","13,9","0,0",    2 ,"0,0"
Peabiru,  4 118 808 ,   13 346,   7 386,660,123,   5 158,19,0,"55,3","4,9","0,9","38,6","0,1",    19 ,"0,1"
Perobal,  4 118 857 ,   7 189,   3 366,439,23,   3 355,6,0,"46,8","6,1","0,3","46,7","0,1",    6 ,"0,1"
Pérola,  4 118 907 ,   11 878,   6 996,426,46,   4 398,12,0,"58,9","3,6","0,4","37,0","0,1",    12 ,"0,1"
Pérola d'Oeste,  4 119 004 ,   6 221,   4 649,114,2,   1 455,1,0,"74,7","1,8","0,0","23,4","0,0",    1 ,"0,0"
Piên,  4 119 103 ,   13 655,   10 224,259,7,   3 158,7,0,"74,9","1,9","0,1","23,1","0,1",    7 ,"0,1"
Pinhais,  4 119 152 ,   127 019,   82 537,   7 000,702,   36 673,103,4,"65,0","5,5","0,6","28,9","0,1",    103 ,"0,1"
Pinhalão,  4 119 202 ,   6 566,   4 569,349,9,   1 634,5,0,"69,6","5,3","0,1","24,9","0,1",    5 ,"0,1"
Pinhal de São Bento,  4 119 251 ,   2 761,   1 751,93,1,916,- ,0,"63,4","3,4","0,0","33,2","0,0",- ,"0,0"
Pinhão,  4 119 301 ,   29 886,   15 708,805,50,   13 297,25,1,"52,6","2,7","0,2","44,5","0,1",    25 ,"0,1"
Piraí do Sul,  4 119 400 ,   23 651,   16 951,740,98,   5 849,12,1,"71,7","3,1","0,4","24,7","0,1",    12 ,"0,1"
Piraquara,  4 119 509 ,   118 730,   68 073,   7 961,263,   42 090,340,3,"57,3","6,7","0,2","35,5","0,3",    358 ,"0,3"
Pitanga,  4 119 608 ,   33 567,   23 603,512,49,   9 372,31,0,"70,3","1,5","0,1","27,9","0,1",    32 ,"0,1"
Pitangueiras,  4 119 657 ,   3 046,   1 677,180,12,   1 176,1,0,"55,1","5,9","0,4","38,6","0,0",    1 ,"0,0"
Planaltina do Paraná,  4 119 707 ,   4 070,   1 830,239,12,   1 987,2,0,"45,0","5,9","0,3","48,8","0,0",    2 ,"0,0"
Planalto,  4 119 806 ,   14 374,   11 794,221,12,   2 305,41,1,"82,1","1,5","0,1","16,0","0,3",    71 ,"0,5"
Ponta Grossa,  4 119 905 ,   358 371,   257 676,   13 382,   1 254,   85 748,298,13,"71,9","3,7","0,3","23,9","0,1",    304 ,"0,1"
Pontal do Paraná,  4 119 954 ,   30 425,   18 643,   1 434,107,   10 113,128,0,"61,3","4,7","0,4","33,2","0,4",    128 ,"0,4"
Porecatu,  4 120 002 ,   11 624,   5 327,847,39,   5 405,6,0,"45,8","7,3","0,3","46,5","0,1",    6 ,"0,1"
Porto Amazonas,  4 120 101 ,   4 098,   2 518,179,4,   1 395,2,0,"61,4","4,4","0,1","34,0","0,0",    2 ,"0,0"
Porto Barreiro,  4 120 150 ,   3 110,   2 288,41,1,780,- ,0,"73,6","1,3","0,0","25,1","0,0",- ,"0,0"
Porto Rico,  4 120 200 ,   3 182,   1 498,136,22,   1 521,5,0,"47,1","4,3","0,7","47,8","0,2",    5 ,"0,2"
Porto Vitória,  4 120 309 ,   3 562,   2 599,33,- ,926,4,0,"73,0","0,9","0,0","26,0","0,1",    4 ,"0,1"
Prado Ferreira,  4 120 333 ,   3 709,   1 803,357,24,   1 523,- ,2,"48,6","9,6","0,6","41,1","0,0",- ,"0,0"
Pranchita,  4 120 358 ,   5 737,   4 080,122,1,   1 533,1,0,"71,1","2,1","0,0","26,7","0,0",    1 ,"0,0"
Presidente Castelo Branco,  4 120 408 ,   4 336,   2 181,342,19,   1 794,- ,0,"50,3","7,9","0,4","41,4","0,0",- ,"0,0"
Primeiro de Maio,  4 120 507 ,   10 082,   6 018,394,164,   3 503,3,0,"59,7","3,9","1,6","34,7","0,0",    3 ,"0,0"
Prudentópolis,  4 120 606 ,   49 393,   38 221,754,27,   10 378,12,1,"77,4","1,5","0,1","21,0","0,0",    12 ,"0,0"
Quarto Centenário,  4 120 655 ,   4 201,   1 812,252,28,   2 108,1,0,"43,1","6,0","0,7","50,2","0,0",    1 ,"0,0"
Quatiguá,  4 120 705 ,   8 099,   6 172,134,53,   1 737,3,0,"76,2","1,7","0,7","21,4","0,0",    3 ,"0,0"
Quatro Barras,  4 120 804 ,   24 191,   15 650,   1 029,97,   7 370,45,0,"64,7","4,3","0,4","30,5","0,2",    45 ,"0,2"
Quatro Pontes,  4 120 853 ,   4 480,   3 873,71,2,532,2,0,"86,5","1,6","0,0","11,9","0,0",    2 ,"0,0"
Quedas do Iguaçu,  4 120 903 ,   30 738,   18 628,588,22,   11 475,25,0,"60,6","1,9","0,1","37,3","0,1",    79 ,"0,3"
Querência do Norte,  4 121 000 ,   10 685,   4 632,835,15,   5 200,3,0,"43,4","7,8","0,1","48,7","0,0",    3 ,"0,0"
Quinta do Sol,  4 121 109 ,   5 001,   2 218,445,69,   2 266,3,0,"44,4","8,9","1,4","45,3","0,1",    3 ,"0,1"
Quitandinha,  4 121 208 ,   18 398,   13 085,455,24,   4 819,15,0,"71,1","2,5","0,1","26,2","0,1",    15 ,"0,1"
Ramilândia,  4 121 257 ,   4 221,   2 138,221,1,   1 856,5,0,"50,7","5,2","0,0","44,0","0,1",    5 ,"0,1"
Rancho Alegre,  4 121 307 ,   3 512,   2 027,239,65,   1 180,1,0,"57,7","6,8","1,9","33,6","0,0",    1 ,"0,0"
Rancho Alegre D'Oeste,  4 121 356 ,   2 618,   1 010,197,24,   1 385,1,1,"38,6","7,5","0,9","52,9","0,0",    1 ,"0,0"
Realeza,  4 121 406 ,   19 247,   13 485,574,22,   5 140,26,0,"70,1","3,0","0,1","26,7","0,1",    26 ,"0,1"
Rebouças,  4 121 505 ,   14 514,   9 997,231,14,   4 266,6,0,"68,9","1,6","0,1","29,4","0,0",    6 ,"0,0"
Renascença,  4 121 604 ,   6 845,   4 635,165,2,   2 043,- ,0,"67,7","2,4","0,0","29,8","0,0",- ,"0,0"
Reserva,  4 121 703 ,   24 573,   14 117,497,46,   9 906,7,0,"57,4","2,0","0,2","40,3","0,0",    7 ,"0,0"
Reserva do Iguaçu,  4 121 752 ,   6 553,   3 197,350,34,   2 950,22,0,"48,8","5,3","0,5","45,0","0,3",    22 ,"0,3"
Ribeirão Claro,  4 121 802 ,   12 364,   9 570,499,13,   2 279,3,0,"77,4","4,0","0,1","18,4","0,0",    3 ,"0,0"
Ribeirão do Pinhal,  4 121 901 ,   13 060,   7 907,730,84,   4 326,13,0,"60,5","5,6","0,6","33,1","0,1",    16 ,"0,1"
Rio Azul,  4 122 008 ,   14 025,   11 192,243,9,   2 573,8,0,"79,8","1,7","0,1","18,3","0,1",    8 ,"0,1"
Rio Bom,  4 122 107 ,   3 197,   2 033,119,21,   1 023,1,0,"63,6","3,7","0,7","32,0","0,0",    1 ,"0,0"
Rio Bonito do Iguaçu,  4 122 156 ,   13 929,   7 219,125,3,   6 582,- ,0,"51,8","0,9","0,0","47,3","0,0",- ,"0,0"
Rio Branco do Ivaí,  4 122 172 ,   3 808,   2 131,101,6,   1 564,6,0,"55,8","2,7","0,2","41,2","0,2",    6 ,"0,2"
Rio Branco do Sul,  4 122 206 ,   37 558,   24 032,   1 168,12,   12 343,3,0,"63,9","3,1","0,0","32,9","0,0",    3 ,"0,0"
Rio Negro,  4 122 305 ,   31 324,   23 512,554,34,   7 211,13,0,"75,1","1,8","0,1","23,0","0,0",    13 ,"0,0"
Rolândia,  4 122 404 ,   71 670,   40 322,   4 540,819,   25 948,37,4,"56,3","6,3","1,1","36,2","0,1",    37 ,"0,1"
Roncador,  4 122 503 ,   11 251,   6 573,271,17,   4 389,1,0,"58,4","2,4","0,2","39,0","0,0",    1 ,"0,0"
Rondon,  4 122 602 ,   9 097,   4 876,374,39,   3 802,6,0,"53,6","4,1","0,4","41,8","0,1",    6 ,"0,1"
Rosário do Ivaí,  4 122 651 ,   5 435,   3 508,234,9,   1 684,- ,0,"64,8","4,3","0,2","30,8","0,0",- ,"0,0"
Sabáudia,  4 122 701 ,   8 822,   5 673,300,27,   2 817,5,0,"64,3","3,4","0,3","31,9","0,1",    5 ,"0,1"
Salgado Filho,  4 122 800 ,   4 075,   2 874,93,4,   1 103,1,0,"70,5","2,2","0,1","27,1","0,0",    1 ,"0,0"
Salto do Itararé,  4 122 909 ,   5 192,   3 562,190,6,   1 433,1,0,"68,6","3,7","0,1","27,6","0,0",    1 ,"0,0"
Salto do Lontra,  4 123 006 ,   15 223,   11 311,197,7,   3 707,1,0,"74,3","1,3","0,0","24,4","0,0",    1 ,"0,0"
Santa Amélia,  4 123 105 ,   3 394,   2 127,231,40,768,228,0,"62,7","6,8","1,2","22,6","6,7",    277 ,"8,2"
Santa Cecília do Pavão,  4 123 204 ,   3 365,   1 722,162,115,   1 364,2,0,"51,2","4,8","3,4","40,5","0,1",    2 ,"0,1"
Santa Cruz de Monte Castelo,  4 123 303 ,   8 613,   3 781,524,49,   4 249,10,0,"43,9","6,1","0,6","49,3","0,1",    13 ,"0,2"
Santa Fé,  4 123 402 ,   11 378,   6 761,523,76,   4 017,1,0,"59,4","4,6","0,7","35,3","0,0",    1 ,"0,0"
Santa Helena,  4 123 501 ,   25 492,   18 201,556,41,   6 368,326,0,"71,4","2,2","0,2","25,0","1,3",    326 ,"1,3"
Santa Inês,  4 123 600 ,   1 748,797,101,4,846,- ,0,"45,6","5,8","0,2","48,4","0,0",- ,"0,0"
Santa Isabel do Ivaí,  4 123 709 ,   8 912,   4 793,360,60,   3 693,6,0,"53,8","4,0","0,7","41,4","0,1",    6 ,"0,1"
Santa Izabel do Oeste,  4 123 808 ,   14 070,   9 352,259,12,   4 446,1,0,"66,5","1,8","0,1","31,6","0,0",    1 ,"0,0"
Santa Lúcia,  4 123 824 ,   3 644,   2 919,103,2,620,- ,0,"80,3","2,8","0,1","16,9","0,0",- ,"0,0"
Santa Maria do Oeste,  4 123 857 ,   9 934,   6 251,197,3,   3 482,- ,1,"62,9","2,0","0,0","35,1","0,0",- ,"0,0"
Santa Mariana,  4 123 907 ,   11 066,   5 946,756,125,   4 216,23,0,"53,7","6,8","1,1","38,1","0,2",    23 ,"0,2"
Santa Mônica,  4 123 956 ,   3 356,   1 283,174,15,   1 884,- ,0,"38,2","5,2","0,4","56,1","0,0",- ,"0,0"
Santana do Itararé,  4 124 004 ,   5 514,   4 023,113,45,   1 327,6,0,"73,0","2,0","0,8","24,1","0,1",    9 ,"0,2"
Santa Tereza do Oeste,  4 124 020 ,   13 174,   7 806,408,20,   4 922,15,3,"59,3","3,1","0,2","37,4","0,1",    15 ,"0,1"
Santa Terezinha de Itaipu,  4 124 053 ,   24 262,   15 553,   1 101,32,   7 570,6,0,"64,1","4,5","0,1","31,2","0,0",    6 ,"0,0"
Santo Antônio da Platina,  4 124 103 ,   44 369,   30 473,   2 305,173,   11 402,16,0,"68,7","5,2","0,4","25,7","0,0",    16 ,"0,0"
Santo Antônio do Caiuá,  4 124 202 ,   2 493,   1 050,202,4,   1 237,- ,0,"42,1","8,1","0,2","49,6","0,0",- ,"0,0"
Santo Antônio do Paraíso,  4 124 301 ,   2 125,   1 214,86,46,773,6,0,"57,1","4,0","2,2","36,4","0,3",    6 ,"0,3"
Santo Antônio do Sudoeste,  4 124 400 ,   23 673,   15 750,485,16,   7 406,16,0,"66,5","2,0","0,1","31,3","0,1",    16 ,"0,1"
Santo Inácio,  4 124 509 ,   6 181,   3 209,244,17,   2 711,- ,0,"51,9","3,9","0,3","43,9","0,0",- ,"0,0"
São Carlos do Ivaí,  4 124 608 ,   6 587,   3 514,395,22,   2 651,5,0,"53,3","6,0","0,3","40,2","0,1",    5 ,"0,1"
São Jerônimo da Serra,  4 124 707 ,   10 830,   5 832,390,87,   3 347,   1 174,0,"53,9","3,6","0,8","30,9","10,8",   1 257 ,"11,6"
São João,  4 124 806 ,   11 886,   8 307,186,9,   3 382,2,0,"69,9","1,6","0,1","28,5","0,0",    2 ,"0,0"
São João do Caiuá,  4 124 905 ,   5 586,   2 297,281,10,   2 996,2,0,"41,1","5,0","0,2","53,6","0,0",    2 ,"0,0"
São João do Ivaí,  4 125 001 ,   10 667,   5 968,600,61,   4 035,3,0,"55,9","5,6","0,6","37,8","0,0",    3 ,"0,0"
São João do Triunfo,  4 125 100 ,   13 726,   9 754,313,11,   3 638,10,0,"71,1","2,3","0,1","26,5","0,1",    10 ,"0,1"
São Jorge d'Oeste,  4 125 209 ,   9 378,   6 524,220,5,   2 622,7,0,"69,6","2,3","0,1","28,0","0,1",    7 ,"0,1"
São Jorge do Ivaí,  4 125 308 ,   5 168,   3 372,322,93,   1 379,2,0,"65,2","6,2","1,8","26,7","0,0",    2 ,"0,0"
São Jorge do Patrocínio,  4 125 357 ,   6 504,   3 679,194,14,   2 613,3,1,"56,5","3,0","0,2","40,2","0,0",    3 ,"0,0"
São José da Boa Vista,  4 125 407 ,   6 040,   4 617,143,17,   1 263,- ,0,"76,4","2,4","0,3","20,9","0,0",- ,"0,0"
São José das Palmeiras,  4 125 456 ,   3 957,   1 794,250,2,   1 911,- ,0,"45,3","6,3","0,1","48,3","0,0",- ,"0,0"
São José dos Pinhais,  4 125 506 ,   329 628,   213 728,   14 361,   1 244,   100 014,255,26,"64,8","4,4","0,4","30,3","0,1",    255 ,"0,1"
São Manoel do Paraná,  4 125 555 ,   2 138,   1 070,111,2,955,- ,0,"50,0","5,2","0,1","44,7","0,0",- ,"0,0"
São Mateus do Sul,  4 125 605 ,   42 366,   33 070,749,44,   8 496,7,0,"78,1","1,8","0,1","20,1","0,0",    7 ,"0,0"
São Miguel do Iguaçu,  4 125 704 ,   29 122,   18 916,   1 006,56,   8 380,764,0,"65,0","3,5","0,2","28,8","2,6",    767 ,"2,6"
São Pedro do Iguaçu,  4 125 753 ,   5 784,   2 978,295,20,   2 490,1,0,"51,5","5,1","0,3","43,0","0,0",    1 ,"0,0"
São Pedro do Ivaí,  4 125 803 ,   8 690,   5 194,747,74,   2 670,5,0,"59,8","8,6","0,9","30,7","0,1",    5 ,"0,1"
São Pedro do Paraná,  4 125 902 ,   2 661,   1 213,110,9,   1 329,- ,0,"45,6","4,1","0,3","49,9","0,0",- ,"0,0"
São Sebastião da Amoreira,  4 126 009 ,   8 063,   4 189,366,391,   3 099,18,0,"52,0","4,5","4,8","38,4","0,2",    85 ,"1,1"
São Tomé,  4 126 108 ,   5 232,   3 121,292,5,   1 813,1,0,"59,7","5,6","0,1","34,7","0,0",    1 ,"0,0"
Sapopema,  4 126 207 ,   6 695,   4 437,273,16,   1 961,8,0,"66,3","4,1","0,2","29,3","0,1",    39 ,"0,6"
Sarandi,  4 126 256 ,   118 455,   59 140,   8 035,661,   50 541,78,0,"49,9","6,8","0,6","42,7","0,1",    78 ,"0,1"
Saudade do Iguaçu,  4 126 272 ,   6 108,   3 555,150,9,   2 386,8,0,"58,2","2,5","0,1","39,1","0,1",    8 ,"0,1"
Sengés,  4 126 306 ,   17 270,   11 347,427,29,   5 433,34,0,"65,7","2,5","0,2","31,5","0,2",    34 ,"0,2"
Serranópolis do Iguaçu,  4 126 355 ,   5 007,   4 090,76,2,838,1,0,"81,7","1,5","0,0","16,7","0,0",    1 ,"0,0"
Sertaneja,  4 126 405 ,   5 616,   3 213,305,188,   1 900,10,0,"57,2","5,4","3,3","33,8","0,2",    10 ,"0,2"
Sertanópolis,  4 126 504 ,   15 930,   10 176,602,53,   5 091,8,0,"63,9","3,8","0,3","32,0","0,1",    8 ,"0,1"
Siqueira Campos,  4 126 603 ,   22 811,   16 987,537,52,   5 214,21,0,"74,5","2,4","0,2","22,9","0,1",    21 ,"0,1"
Sulina,  4 126 652 ,   3 440,   2 536,43,- ,861,- ,0,"73,7","1,3","0,0","25,0","0,0",- ,"0,0"
Tamarana,  4 126 678 ,   10 707,   5 940,264,145,   2 689,   1 669,0,"55,5","2,5","1,4","25,1","15,6",   1 673 ,"15,6"
Tamboara,  4 126 702 ,   4 880,   2 861,225,18,   1 776,- ,0,"58,6","4,6","0,4","36,4","0,0",- ,"0,0"
Tapejara,  4 126 801 ,   15 869,   7 911,647,71,   7 233,6,1,"49,9","4,1","0,4","45,6","0,0",    6 ,"0,0"
Tapira,  4 126 900 ,   5 745,   3 060,288,29,   2 363,5,0,"53,3","5,0","0,5","41,1","0,1",    5 ,"0,1"
Teixeira Soares,  4 127 007 ,   9 547,   6 558,206,9,   2 769,5,0,"68,7","2,2","0,1","29,0","0,1",    5 ,"0,1"
Telêmaco Borba,  4 127 106 ,   75 042,   49 873,   2 390,139,   22 607,33,0,"66,5","3,2","0,2","30,1","0,0",    33 ,"0,0"
Terra Boa,  4 127 205 ,   17 568,   9 726,901,123,   6 815,3,0,"55,4","5,1","0,7","38,8","0,0",    3 ,"0,0"
Terra Rica,  4 127 304 ,   14 842,   6 929,872,144,   6 883,14,0,"46,7","5,9","1,0","46,4","0,1",    14 ,"0,1"
Terra Roxa,  4 127 403 ,   18 119,   10 760,753,184,   5 713,709,0,"59,4","4,2","1,0","31,5","3,9",    715 ,"3,9"
Tibagi,  4 127 502 ,   19 961,   12 947,785,32,   6 189,8,0,"64,8","3,9","0,2","31,0","0,0",    8 ,"0,0"
Tijucas do Sul,  4 127 601 ,   17 621,   12 179,513,25,   4 887,17,0,"69,1","2,9","0,1","27,7","0,1",    17 ,"0,1"
Toledo,  4 127 700 ,   150 470,   93 351,   6 490,694,   49 822,103,10,"62,0","4,3","0,5","33,1","0,1",    103 ,"0,1"
Tomazina,  4 127 809 ,   8 426,   5 841,229,42,   2 198,116,0,"69,3","2,7","0,5","26,1","1,4",    145 ,"1,7"
Três Barras do Paraná,  4 127 858 ,   11 135,   7 836,266,4,   3 026,3,0,"70,4","2,4","0,0","27,2","0,0",    3 ,"0,0"
Tunas do Paraná,  4 127 882 ,   6 219,   3 337,181,7,   2 672,20,2,"53,7","2,9","0,1","43,0","0,3",    20 ,"0,3"
Tuneiras do Oeste,  4 127 908 ,   8 067,   3 774,379,21,   3 884,9,0,"46,8","4,7","0,3","48,1","0,1",    9 ,"0,1"
Tupãssi,  4 127 957 ,   8 077,   5 542,240,26,   2 263,6,0,"68,6","3,0","0,3","28,0","0,1",    6 ,"0,1"
Turvo,  4 127 965 ,   14 231,   8 940,278,16,   4 486,511,0,"62,8","2,0","0,1","31,5","3,6",    511 ,"3,6"
Ubiratã,  4 128 005 ,   24 749,   14 365,   1 042,411,   8 893,38,0,"58,0","4,2","1,7","35,9","0,2",    38 ,"0,2"
Umuarama,  4 128 104 ,   117 095,   66 829,   5 543,   1 626,   43 036,55,6,"57,1","4,7","1,4","36,8","0,0",    55 ,"0,0"
União da Vitória,  4 128 203 ,   55 033,   39 069,   1 120,85,   14 705,51,3,"71,0","2,0","0,2","26,7","0,1",    51 ,"0,1"
Uniflor,  4 128 302 ,   2 136,   1 116,53,4,963,- ,0,"52,2","2,5","0,2","45,1","0,0",- ,"0,0"
Uraí,  4 128 401 ,   10 406,   5 853,622,612,   3 311,8,0,"56,2","6,0","5,9","31,8","0,1",    8 ,"0,1"
Wenceslau Braz,  4 128 500 ,   19 188,   13 732,532,177,   4 729,18,0,"71,6","2,8","0,9","24,6","0,1",    18 ,"0,1"
Ventania,  4 128 534 ,   9 681,   5 600,269,41,   3 770,1,0,"57,8","2,8","0,4","38,9","0,0",    1 ,"0,0"
Vera Cruz do Oeste,  4 128 559 ,   8 215,   4 518,327,60,   3 304,6,0,"55,0","4,0","0,7","40,2","0,1",    6 ,"0,1"
Verê,  4 128 609 ,   7 932,   5 498,141,3,   2 289,1,0,"69,3","1,8","0,0","28,9","0,0",    1 ,"0,0"
Alto Paraíso,  4 128 625 ,   3 055,   1 051,143,7,   1 854,- ,0,"34,4","4,7","0,2","60,7","0,0",- ,"0,0"
Doutor Ulysses,  4 128 633 ,   5 697,   4 010,158,3,   1 526,- ,0,"70,4","2,8","0,1","26,8","0,0",- ,"0,0"
Virmond,  4 128 658 ,   3 811,   2 711,139,1,960,- ,0,"71,1","3,6","0,0","25,2","0,0",- ,"0,0"
Vitorino,  4 128 708 ,   9 706,   6 278,171,14,   3 204,39,0,"64,7","1,8","0,1","33,0","0,4",    60 ,"0,6"
Xambrê,  4 128 807 ,   5 798,   2 978,285,10,   2 522,3,0,"51,4","4,9","0,2","43,5","0,1",    3 ,"0,1"
Abdon Batista,  4 200 051 ,   2 598,   1 772,74,- ,752,- ,0,"68,2","2,8","0,0","28,9","0,0",- ,"0,0"
Abelardo Luz,  4 200 101 ,   17 392,   9 994,750,6,   6 283,359,0,"57,5","4,3","0,0","36,1","2,1",    510 ,"2,9"
Agrolândia,  4 200 200 ,   10 990,   9 245,84,4,   1 655,2,0,"84,1","0,8","0,0","15,1","0,0",    2 ,"0,0"
